Recipe Name,Class,Category,Heart Recovery,Bonus 1,Bonus 2,Buff Effect,Item Description,All Ingredients,Ingredient
Glazed Mushrooms,Vegetables,Cooked,5,Depends,None,None,"The honey in this mushroom dish gives it a sweet, complex taste and a savory finish.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Hylian Shroom
Glazed Mushrooms,Vegetables,Cooked,5,Depends,None,None,"The honey in this mushroom dish gives it a sweet, complex taste and a savory finish.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Silent Shroom
Glazed Seafood,Seafood,Cooked,6,Depends,None,None,A seafood dish that you can actually wolf down whole!,"Courser Bee Honey, Any Seafood",Courser Bee Honey
Glazed Seafood,Seafood,Cooked,6,Depends,None,None,A seafood dish that you can actually wolf down whole!,"Courser Bee Honey, Any Seafood", Any Seafood
Glazed Veggies,Vegetables,Cooked,6,Depends,None,None,Don't like the taste of vegetables? Simply sauté them in honey for a salty-sweet flavor!,"Courser Bee Honey, Any Vegetable, Any Flower or Herb",Courser Bee Honey
Glazed Veggies,Vegetables,Cooked,6,Depends,None,None,Don't like the taste of vegetables? Simply sauté them in honey for a salty-sweet flavor!,"Courser Bee Honey, Any Vegetable, Any Flower or Herb", Any Vegetable
Glazed Veggies,Vegetables,Cooked,6,Depends,None,None,Don't like the taste of vegetables? Simply sauté them in honey for a salty-sweet flavor!,"Courser Bee Honey, Any Vegetable, Any Flower or Herb", Any Flower or Herb
Gourmet Meat And Rice Bowl,Meat,Cooked,8,None,None,None,Only the most carefully selected cuts of high-quality meats go into this dish.,"Raw Gourmet Meat, Hylian Rice, Rock Salt",Raw Gourmet Meat
Gourmet Meat And Rice Bowl,Meat,Cooked,8,None,None,None,Only the most carefully selected cuts of high-quality meats go into this dish.,"Raw Gourmet Meat, Hylian Rice, Rock Salt", Hylian Rice
Gourmet Meat And Rice Bowl,Meat,Cooked,8,None,None,None,Only the most carefully selected cuts of high-quality meats go into this dish.,"Raw Gourmet Meat, Hylian Rice, Rock Salt", Rock Salt
Gourmet Meat And Seafood Fry,Meat,Cooked,8,None,None,None,A marriage of the choicest cuts of meat and seafood. As delicious as it is filling!,"Any Seafood, Raw Gourmet Meat",Any Seafood
Gourmet Meat And Seafood Fry,Meat,Cooked,8,None,None,None,A marriage of the choicest cuts of meat and seafood. As delicious as it is filling!,"Any Seafood, Raw Gourmet Meat", Raw Gourmet Meat
Gourmet Meat Curry,Meat,Cooked,8,None,None,None,The high-quality meat used in this prized dish satisfies meat and curry lovers alike.,"Raw Gourmet Meat, Goron Spice, Hylian Rice",Raw Gourmet Meat
Gourmet Meat Curry,Meat,Cooked,8,None,None,None,The high-quality meat used in this prized dish satisfies meat and curry lovers alike.,"Raw Gourmet Meat, Goron Spice, Hylian Rice", Goron Spice
Gourmet Meat Curry,Meat,Cooked,8,None,None,None,The high-quality meat used in this prized dish satisfies meat and curry lovers alike.,"Raw Gourmet Meat, Goron Spice, Hylian Rice", Hylian Rice
Gourmet Meat Stew,Meat,Cooked,9,None,None,None,The meat has simmered for so long it melts in your mouth. A true bucket-list meal!,"Tabantha Wheat, Fresh Milk, Goat Butter, Raw Gourmet Meat",Tabantha Wheat
Gourmet Meat Stew,Meat,Cooked,9,None,None,None,The meat has simmered for so long it melts in your mouth. A true bucket-list meal!,"Tabantha Wheat, Fresh Milk, Goat Butter, Raw Gourmet Meat", Fresh Milk
Gourmet Meat Stew,Meat,Cooked,9,None,None,None,The meat has simmered for so long it melts in your mouth. A true bucket-list meal!,"Tabantha Wheat, Fresh Milk, Goat Butter, Raw Gourmet Meat", Goat Butter
Gourmet Meat Stew,Meat,Cooked,9,None,None,None,The meat has simmered for so long it melts in your mouth. A true bucket-list meal!,"Tabantha Wheat, Fresh Milk, Goat Butter, Raw Gourmet Meat", Raw Gourmet Meat
Gourmet Poultry Curry,Meat,Cooked,8,None,None,None,"Once served in Hyrule Castle, the poultry used in this dish is of immensely high quality.","Raw Whole Bird, Goron Spice, Hylian Rice",Raw Whole Bird
Gourmet Poultry Curry,Meat,Cooked,8,None,None,None,"Once served in Hyrule Castle, the poultry used in this dish is of immensely high quality.","Raw Whole Bird, Goron Spice, Hylian Rice", Goron Spice
Gourmet Poultry Curry,Meat,Cooked,8,None,None,None,"Once served in Hyrule Castle, the poultry used in this dish is of immensely high quality.","Raw Whole Bird, Goron Spice, Hylian Rice", Hylian Rice
Gourmet Poultry Pilaf,Other Recipes,Cooked,10,None,None,None,"Made with the highest-quality poultry, every bite of this pilaf floods your mouth with flavor.","Raw Whole Bird, Hylian Rice, Goat Butter, Bird Egg",Raw Whole Bird
Gourmet Poultry Pilaf,Other Recipes,Cooked,10,None,None,None,"Made with the highest-quality poultry, every bite of this pilaf floods your mouth with flavor.","Raw Whole Bird, Hylian Rice, Goat Butter, Bird Egg", Hylian Rice
Gourmet Poultry Pilaf,Other Recipes,Cooked,10,None,None,None,"Made with the highest-quality poultry, every bite of this pilaf floods your mouth with flavor.","Raw Whole Bird, Hylian Rice, Goat Butter, Bird Egg", Goat Butter
Gourmet Poultry Pilaf,Other Recipes,Cooked,10,None,None,None,"Made with the highest-quality poultry, every bite of this pilaf floods your mouth with flavor.","Raw Whole Bird, Hylian Rice, Goat Butter, Bird Egg", Bird Egg
Gourmet Spiced Meat Skewer,Meat,Cooked,6,None,None,None,The rich aroma and juicy texture of this high-quality meat puts it in a league of its own.,"Raw Gourmet Meat, Goron Spice",Raw Gourmet Meat
Gourmet Spiced Meat Skewer,Meat,Cooked,6,None,None,None,The rich aroma and juicy texture of this high-quality meat puts it in a league of its own.,"Raw Gourmet Meat, Goron Spice", Goron Spice
Hard-Boiled Egg,Other Recipes,Boiled,1.5,None,None,None,A bird egg boiled using water from naturally occurring hot springs. It's popular among children and is easy to make.,Bird Egg,Bird Egg
Hasty Elixir,Other Recipes,Elixir,0,Speed,None,Hasty,"Grants a X-level haste effect, which boosts your movement speed while running, swimming, or climbing.","Hightail Lizard, Hot-Footed Frog",Hightail Lizard
Hasty Elixir,Other Recipes,Elixir,0,Speed,None,Hasty,"Grants a X-level haste effect, which boosts your movement speed while running, swimming, or climbing.","Hightail Lizard, Hot-Footed Frog", Hot-Footed Frog
Hearty Clam Chowder,Other Recipes,Cooked,30,Health,None,Hearty,The nutritional value of hearty blueshell snail combines with butter and milk in a rich soup.,"Fresh Milk, Tabantha Wheat, Goat Butter, Hearty Blueshell Snail",Fresh Milk
Hearty Clam Chowder,Other Recipes,Cooked,30,Health,None,Hearty,The nutritional value of hearty blueshell snail combines with butter and milk in a rich soup.,"Fresh Milk, Tabantha Wheat, Goat Butter, Hearty Blueshell Snail", Tabantha Wheat
Hearty Clam Chowder,Other Recipes,Cooked,30,Health,None,Hearty,The nutritional value of hearty blueshell snail combines with butter and milk in a rich soup.,"Fresh Milk, Tabantha Wheat, Goat Butter, Hearty Blueshell Snail", Goat Butter
Hearty Clam Chowder,Other Recipes,Cooked,30,Health,None,Hearty,The nutritional value of hearty blueshell snail combines with butter and milk in a rich soup.,"Fresh Milk, Tabantha Wheat, Goat Butter, Hearty Blueshell Snail", Hearty Blueshell Snail
Hearty Elixir,Other Recipes,Elixir,30,Health,None,Hearty,Restores you to full health and increases your maximum hearts. The additional hearts are lost as you take damage.,Hearty Lizard,Hearty Lizard
Hearty Salmon Muenière,Other Recipes,Cooked,30,Health,None,Hearty,The crispy skin of this fried hearty salmon puts its texture in a class all its own.,"Tabantha Wheat, Hearty Salmon, Goat Butter",Tabantha Wheat
Hearty Salmon Muenière,Other Recipes,Cooked,30,Health,None,Hearty,The crispy skin of this fried hearty salmon puts its texture in a class all its own.,"Tabantha Wheat, Hearty Salmon, Goat Butter", Hearty Salmon
Hearty Salmon Muenière,Other Recipes,Cooked,30,Health,None,Hearty,The crispy skin of this fried hearty salmon puts its texture in a class all its own.,"Tabantha Wheat, Hearty Salmon, Goat Butter", Goat Butter
Herb Sauté,Vegetables,Cooked,2,None,None,None,A fragrant mixture of herbs and spices. It's easily recognized by its unique aroma.,"Any Flower or Herb, Goron Spice",Any Flower or Herb
Herb Sauté,Vegetables,Cooked,2,None,None,None,A fragrant mixture of herbs and spices. It's easily recognized by its unique aroma.,"Any Flower or Herb, Goron Spice", Goron Spice
Honey Crepe,Cake and Sweets,Cooked,10,Stamina,None,None,Honey has been drizzled over thin crepes to bring out their natural sweetness and flavor.,"Fresh Milk, Bird Egg, Tabantha Wheat, Cane Sugar, Courser Bee Honey",Fresh Milk
Honey Crepe,Cake and Sweets,Cooked,10,Stamina,None,None,Honey has been drizzled over thin crepes to bring out their natural sweetness and flavor.,"Fresh Milk, Bird Egg, Tabantha Wheat, Cane Sugar, Courser Bee Honey", Bird Egg
Honey Crepe,Cake and Sweets,Cooked,10,Stamina,None,None,Honey has been drizzled over thin crepes to bring out their natural sweetness and flavor.,"Fresh Milk, Bird Egg, Tabantha Wheat, Cane Sugar, Courser Bee Honey", Tabantha Wheat
Honey Crepe,Cake and Sweets,Cooked,10,Stamina,None,None,Honey has been drizzled over thin crepes to bring out their natural sweetness and flavor.,"Fresh Milk, Bird Egg, Tabantha Wheat, Cane Sugar, Courser Bee Honey", Cane Sugar
Honey Crepe,Cake and Sweets,Cooked,10,Stamina,None,None,Honey has been drizzled over thin crepes to bring out their natural sweetness and flavor.,"Fresh Milk, Bird Egg, Tabantha Wheat, Cane Sugar, Courser Bee Honey", Courser Bee Honey
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry",Courser Bee Honey
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Fleet-Lotus Seeds
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Hearty Durian
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Hydromelon
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Mighty Bananas
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Voltfruit
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Palm Fruit
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Spicy Pepper
Honeyed Fruits,Other Recipes,Cooked,5,Stamina,None,None,A dish that combines the thick sweetness of honey with the acidity of sour fruits.,"Courser Bee Honey, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Voltfruit, Palm Fruit, Spicy Pepper, Wildberry", Wildberry
Hot Buttered Apple,Other Recipes,Cooked,2,None,None,None,The apple's sweetness has been enhanced by smothering it with butter and baking it.,"Apple, Goat Butter",Apple
Hot Buttered Apple,Other Recipes,Cooked,2,None,None,None,The apple's sweetness has been enhanced by smothering it with butter and baking it.,"Apple, Goat Butter", Goat Butter
Icy Gourmet Meat,Other Recipes,Frozen,3,Heat Resistance,None,Chilly,This raw gourmet meat has been frozen for easy traveling. It's kept its flavor through the freezing process. Eating it as is will provide a temporary boost to your heat resistance.,Raw Gourmet Meat,Raw Gourmet Meat
Icy Hearty Blueshell Snail,Other Recipes,Frozen,3,Heat Resistance,None,Chilly,It takes a skilled chef to get the meat out of this frozen hearty blueshell snail. Eating this will provide a temporary increase to your heat resistance.,Hearty Blueshell Snail,Hearty Blueshell Snail
Icy Meat,Other Recipes,Frozen,1,Heat Resistance,None,Chilly,"A frozen slab of animal meat. If you can manage to chew it up and swallow it, you'll restore some hearts and lower your body temperature.",Raw Meat,Raw Meat
Icy Prime Meat,Other Recipes,Frozen,1.5,Heat Resistance,None,Chilly,"High-quality, frozen animal meat. Doesn't restore many hearts, but it can lower your body temperature.",Raw Prime Meat,Raw Prime Meat
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom",Rushroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Sunshroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Zapshroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Ironshroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Chillshroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Razorshroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Endura Shroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Hylian Shroom
Meat & Mushroom Skewer,Meat,Cooked,3,None,None,None,A filling dish made by grilling various mountain ingredients with either Steak or Bird Meat.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Silent Shroom
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird",Hylian Rice
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Rock Salt
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Thigh
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Drumstick
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Gourmet Meat
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Meat
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Prime Meat
Meat And Rice Bowl,Meat,Cooked,4,None,None,None,This dish of rice and lightly seared meat is a mainstay all throughout Hyrule.,"Hylian Rice, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Whole Bird
Meat And Seafood Fry,Meat,Cooked,4,None,None,None,A filling dish made by cooking fresh seafood and meat together.,"Any Meat, Any Seafood",Any Meat
Meat And Seafood Fry,Meat,Cooked,4,None,None,None,A filling dish made by cooking fresh seafood and meat together.,"Any Meat, Any Seafood", Any Seafood
Meat Curry,Meat,Cooked,4,None,None,None,The heat from the spice allows you to enjoy the large portion of the meat's savoriness.,"Raw Meat, Hylian Rice, Goron Spice",Raw Meat
Meat Curry,Meat,Cooked,4,None,None,None,The heat from the spice allows you to enjoy the large portion of the meat's savoriness.,"Raw Meat, Hylian Rice, Goron Spice", Hylian Rice
Meat Curry,Meat,Cooked,4,None,None,None,The heat from the spice allows you to enjoy the large portion of the meat's savoriness.,"Raw Meat, Hylian Rice, Goron Spice", Goron Spice
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird",Tabantha Wheat
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Goat Butter
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Rock Salt
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Thigh
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Drumstick
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Gourmet Meat
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Meat
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Prime Meat
Meat Pie,Meat,Cooked,4,None,None,None,You'll need an extra napkin to deal with this juicy pie of perfectly baked minced meat.,"Tabantha Wheat, Goat Butter, Rock Salt, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Whole Bird
Meat Skewer,Other Recipes,Cooked,2,None,None,None,"A juicy, filling snack made by grilling small chunks of meat on a skewer.","Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird",Raw Bird Thigh
Meat Skewer,Other Recipes,Cooked,2,None,None,None,"A juicy, filling snack made by grilling small chunks of meat on a skewer.","Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Drumstick
Meat Skewer,Other Recipes,Cooked,2,None,None,None,"A juicy, filling snack made by grilling small chunks of meat on a skewer.","Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Gourmet Meat
Meat Skewer,Other Recipes,Cooked,2,None,None,None,"A juicy, filling snack made by grilling small chunks of meat on a skewer.","Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Meat
Meat Skewer,Other Recipes,Cooked,2,None,None,None,"A juicy, filling snack made by grilling small chunks of meat on a skewer.","Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Prime Meat
Meat Skewer,Other Recipes,Cooked,2,None,None,None,"A juicy, filling snack made by grilling small chunks of meat on a skewer.","Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Whole Bird
Meat Stew,Meat,Cooked,5,None,None,None,The hearty meat in this mainstay dish leaves bellies satisfied all throughout Hyrule.,"Raw Meat, Raw Bird Drumstick",Raw Meat
Meat Stew,Meat,Cooked,5,None,None,None,The hearty meat in this mainstay dish leaves bellies satisfied all throughout Hyrule.,"Raw Meat, Raw Bird Drumstick", Raw Bird Drumstick
Meaty Rice Balls,Meat,Cooked,4,None,None,None,The sweet and spicy meat stuffed into these rice balls will keep you full for some time.,"Hylian Rice, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird",Hylian Rice
Meaty Rice Balls,Meat,Cooked,4,None,None,None,The sweet and spicy meat stuffed into these rice balls will keep you full for some time.,"Hylian Rice, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Thigh
Meaty Rice Balls,Meat,Cooked,4,None,None,None,The sweet and spicy meat stuffed into these rice balls will keep you full for some time.,"Hylian Rice, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Drumstick
Meaty Rice Balls,Meat,Cooked,4,None,None,None,The sweet and spicy meat stuffed into these rice balls will keep you full for some time.,"Hylian Rice, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Gourmet Meat
Meaty Rice Balls,Meat,Cooked,4,None,None,None,The sweet and spicy meat stuffed into these rice balls will keep you full for some time.,"Hylian Rice, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Meat
Meaty Rice Balls,Meat,Cooked,4,None,None,None,The sweet and spicy meat stuffed into these rice balls will keep you full for some time.,"Hylian Rice, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Prime Meat
Meaty Rice Balls,Meat,Cooked,4,None,None,None,The sweet and spicy meat stuffed into these rice balls will keep you full for some time.,"Hylian Rice, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Whole Bird
Mighty Elixir,Other Recipes,Elixir,0,Attack,None,Mighty,Elixer,Bladed Rhino Beetle,Bladed Rhino Beetle
Monster Cake,Other Recipes,Cooked,30,None,None,None,"It's said that once you have a taste of this cake, you'll never forget its sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Monster Extract",Tabantha Wheat
Monster Cake,Other Recipes,Cooked,30,None,None,None,"It's said that once you have a taste of this cake, you'll never forget its sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Monster Extract", Cane Sugar
Monster Cake,Other Recipes,Cooked,30,None,None,None,"It's said that once you have a taste of this cake, you'll never forget its sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Monster Extract", Goat Butter
Monster Cake,Other Recipes,Cooked,30,None,None,None,"It's said that once you have a taste of this cake, you'll never forget its sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Monster Extract", Monster Extract
Monster Curry,Other Recipes,Cooked,30,None,None,None,This unusual take on curry uses monster extract and doesn't rely on spices.,"Hylian Rice, Goron Spice, Monster Extract",Hylian Rice
Monster Curry,Other Recipes,Cooked,30,None,None,None,This unusual take on curry uses monster extract and doesn't rely on spices.,"Hylian Rice, Goron Spice, Monster Extract", Goron Spice
Monster Curry,Other Recipes,Cooked,30,None,None,None,This unusual take on curry uses monster extract and doesn't rely on spices.,"Hylian Rice, Goron Spice, Monster Extract", Monster Extract
Monster Rice Balls,Other Recipes,Cooked,30,None,None,None,Rice balls flavored with monster extract. Their unique aroma is not for everyone.,"Hylian Rice, Rock Salt, Monster Extract",Hylian Rice
Monster Rice Balls,Other Recipes,Cooked,30,None,None,None,Rice balls flavored with monster extract. Their unique aroma is not for everyone.,"Hylian Rice, Rock Salt, Monster Extract", Rock Salt
Monster Rice Balls,Other Recipes,Cooked,30,None,None,None,Rice balls flavored with monster extract. Their unique aroma is not for everyone.,"Hylian Rice, Rock Salt, Monster Extract", Monster Extract
Monster Soup,Other Recipes,Cooked,30,None,None,None,"Using monster extract as a base, this soup's distinct gaminess is either loved or hated.","Goat Butter, Fresh Milk, Tabantha Wheat, Monster Extract",Goat Butter
